DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),AirTemp (DegC),RH (%),delta PD (mm)
184.5416667,0,0,317,0,24.4,77.1,0
184.5833333,0,0,336,0.017,24.9,76.5,0
184.625,0,0,218,0,24.8,76.1,0
184.6666667,0,0,432,0,25.2,75.7,-0.1
184.7083333,0,0,333,0,25.6,72.3,0
184.75,0,0,138,0,25.3,73,0
184.7916667,0,0,63,0,24.5,75,-0.1
184.8333333,0,0,8,0,23.2,82.3,0
184.875,0,0,0,0,22,87.4,-0.1
184.9166667,0,0,0,0.017,21.1,90.3,0
184.9583333,0,0,0,0,20.5,92,-0.1
185,0,0,0,0,19.9,92.9,0
185.0416667,0,0,0,0,19.4,92.8,-0.1
185.0833333,0,0,0,0,19.1,92.8,0
185.125,0,0,0,0,18.8,93.8,0
185.1666667,0,0,0,0,18.6,94.1,-0.1
185.2083333,0,0,0,0.017,18.5,94.4,0
185.25,0,0,5,0,18.4,94.7,-0.1
185.2916667,0,0,30,0,18.5,94.7,0
185.3333333,0,0,68,0,19.2,93.3,0
185.375,0,0,94,0,20.1,89,0
185.4166667,0,0,94,0,20.5,89.6,0
185.4583333,0,0,88,0,20.1,93,0
185.5,0,0,141,0.017,20,95.5,0.1
185.5416667,0,0,221,0,20.2,97.4,0.1
185.5833333,0,0,236,0,20.4,96.2,0
185.625,0,0,181,0,20.8,92.7,0
185.6666667,0,0,68,0.017,20.8,89.9,0
185.7083333,0,0,46,1.749,20.6,89.7,0
185.75,0,0,25,3.757,20.4,89.2,-0.1
185.7916667,0,0,13,1.072,19.7,91.1,0
185.8333333,0,0,0,0.426,18.9,93.2,0.2
185.875,0,0,0,0.323,18.2,94.9,0.4
185.9166667,0,0,0,0.204,18.1,94.9,0.1
185.9583333,0,0,0,0.153,18.3,94.5,0.1
186,0,0,0,0.136,18.3,94.3,0
186.0416667,0,0,0,0.102,18.2,94,0
186.0833333,0,0,0,0.102,18.2,91.6,0
186.125,0,0,0,0.102,18.2,90.9,0
186.1666667,0,0,0,0.102,18.1,92.8,-0.1
186.2083333,0,0,0,0.102,17.9,94.4,0
186.25,0,0,5,0.119,17.9,95.2,-0.1
186.2916667,0,0,56,0.136,18.2,95.7,0
186.3333333,0,0,149,4.183,19.2,93.5,0
186.375,0,0,294,5.051,20.2,91.2,0
186.4166667,0,0,557,0.494,22.1,86.1,0
186.4583333,0,0,600,0,23,78.5,0
186.5,0,0,390,0,23,76.4,0
186.5416667,0,0,386,0,23.2,74.7,-0.1
186.5833333,0,0,422,0,24.1,72.8,0
186.625,0,0,266,0,24.2,68.8,0
186.6666667,0,0,213,0,24,73.8,0
186.7083333,0,0,86,0,23.4,75.9,0
186.75,0,0,50,0,23,76.4,-0.1
186.7916667,0,0,27,0,22.5,77.8,0
186.8333333,0,0,4,0,21.9,80.8,-0.1
186.875,0,0,0,0,21.4,83.7,0
186.9166667,0,0,0,0,20.9,87.4,-0.1
186.9583333,0,0,0,0,20.5,90.3,-0.1
187,0,0,0,0,19.6,93,0
187.0416667,0,0,0,0,19.3,94.2,0
187.0833333,0,0,0,0,19.1,94.4,-0.1
187.125,0,0,0,0,19.4,95.2,0
187.1666667,0,0,0,0,19.1,95.6,0
187.2083333,0,0,0,0,19.2,95.9,0
187.25,0,0,8,0,19.2,96.1,-0.1
187.2916667,0,0,70,0,19.5,97.2,0
187.3333333,0,0,206,0,20.7,95.7,0
187.375,0,0,183,0,21.5,89,0
187.4166667,0,0,260,0,21.9,88.4,0
187.4583333,0,0,353,0,22.5,87.2,-0.1
187.5,0,0,344,0,23.2,84.5,0
187.5416667,0,0,479,0,24.1,80.1,0
187.5833333,0,0,544,0,24.8,76.4,0
187.625,0,0,348,0,24.9,73.9,0
187.6666667,0,0,345,0,25.1,73.4,0
187.7083333,0,0,182,0,24.5,74.5,-0.1
187.75,0,0,135,0,24.3,76.5,0
187.7916667,0,0,55,0,23.5,77.5,0
187.8333333,0,0,12,0,22.6,81.5,-0.1
187.875,0,0,0,0,21.3,87.6,0
187.9166667,0,0,0,0,20.3,90.9,-0.1
187.9583333,0,0,0,0,19.9,92.8,0
188,0,0,0,0,20.1,93.4,-0.1
188.0416667,0,0,0,0,19.9,93.7,0
188.0833333,0,0,0,0,19.8,93.7,-0.1
188.125,0,0,0,0,19.7,94.6,0
188.1666667,0,0,0,0,19.9,94.7,0
188.2083333,0,0,0,0,19.9,94.8,-0.1
188.25,0,0,5,0,20.1,94.2,0
188.2916667,0,0,25,0,20.5,93.3,0
188.3333333,0,0,49,0,20.8,92,0
188.375,0,0,81,0,21.3,91.1,0
188.4166667,0,0,119,0,21.7,90.1,0
188.4583333,0,0,158,0,22.6,88.6,-0.1
188.5,0,0,91,0,23.1,87.6,0
188.5416667,0,0,126,0,23,88.8,0
188.5833333,0,0,147,0,22.9,91.7,0
188.625,0,0,92,0,23.2,90.4,0
188.6666667,0,0,84,0,23.3,90.2,0
188.7083333,0,0,60,0,23.5,90.5,-0.1
188.75,0,0,58,0,23.4,91.7,0
188.7916667,0,0,15,0,23.5,90.9,0
188.8333333,0,0,6,0,23,92.3,0
188.875,0,0,0,0,22.5,94.3,0
188.9166667,0,0,0,0,22.4,94.8,0
188.9583333,0,0,0,0,22.3,95.4,-0.1
189,0,0,0,0,22.2,96.2,0
189.0416667,0,0,0,0,22.1,96.4,0
189.0833333,0,0,0,0,22.1,96,0
189.125,0,0,0,0,22.2,96.4,-0.1
189.1666667,0,0,0,0,22.3,94.9,0
189.2083333,0,0,0,0,22.2,93.8,0
189.25,0,0,9,0,21.6,95.2,0
189.2916667,0,0,48,0,21.7,96.8,0
189.3333333,0,0,145,0,22.5,97,-0.1
189.375,0,0,347,0,24,93.4,0
189.4166667,0,0,489,0,25.6,87.5,0
189.4583333,0,0,777,0,26.7,79,0.1
189.5,0,0,943,0,28.4,71.7,0
189.5416667,0,0,760,0,28.5,72.7,0
189.5833333,0,0,753,0,28.4,74.8,0
189.625,0,0,713,0,28.1,77,0
189.6666667,0,0,475,0,26.8,79.5,0
189.7083333,0,0,371,0,25.9,80.5,0
189.75,0,0,136,0,24.9,82.8,-0.1
189.7916667,0,0,48,0,23.9,85.9,-0.2
189.8333333,0,0,7,0,23.3,87.3,-0.1
189.875,0,0,0,0,22.9,88.2,-0.1
189.9166667,0,0,0,0,22.9,88.8,-0.1
189.9583333,0,0,0,0,22.7,89.7,-0.1
190,0,0,0,0,22.2,92,-0.1
190.0416667,0,0,0,0,21.5,93.7,-0.1
190.0833333,0,0,0,0,21.3,94.1,0
190.125,0,0,0,0,21.2,95,-0.1
190.1666667,0,0,0,0,21.3,95.2,0
190.2083333,0,0,0,0,20.9,95.8,-0.1
190.25,0,0,6,0,20.6,96,0
190.2916667,0,0,42,0,20.8,98.1,0
190.3333333,0,0,114,0,21.2,98.6,-0.1
190.375,0,0,455,0,23,95.9,0
190.4166667,0,0,671,0,25.6,82.9,0
190.4583333,0,0,822,0,27.5,70.6,0
190.5,0,0,826,0,27.9,63.7,0
190.5416667,0,0,773,0,28.6,61.3,0
190.5833333,0,0,533,0,28.2,65.6,0
190.625,0,0,497,0,27.9,66.9,-0.1
190.6666667,0,0,481,0,28.1,69.4,0
190.7083333,0,0,305,0,27.5,69.2,-0.1
190.75,0,0,108,0,26.8,70.5,-0.2
190.7916667,0,0,50,0,25.2,73.1,-0.1
190.8333333,0,0,6,0,23.7,80.2,-0.2
190.875,0,0,0,0,22.6,85.9,-0.1
190.9166667,0,0,0,0,22.1,86.3,-0.2
190.9583333,0,0,0,0,21.8,87.2,-0.2
191,0,0,0,0,21.3,89.5,0
191.0416667,0,0,0,0,20.7,91.8,-0.1
191.0833333,0,0,0,0,20.1,92.9,-0.1
191.125,0,0,0,0,19.4,94.6,-0.1
191.1666667,0,0,0,0,18.9,95,-0.1
191.2083333,0,0,0,0,18.6,95.2,-0.1
191.25,0,0,8,0,18.6,96.2,-0.1
191.2916667,0,0,38,0,19,97,0
191.3333333,0,0,70,0,20.1,96,-0.1
191.375,0,0,138,0,21.5,94.6,0
191.4166667,0,0,294,0,23,91.9,-0.1
191.4583333,0,0,413,0,24.4,86.1,0
191.5,0,0,302,0,25.2,83,0
191.5416667,0,0,475,0,25.7,81.9,-0.1
191.5833333,0,0,207,0,25.9,78.9,-0.1
191.625,0,0,177,0,25.8,77.7,0
191.6666667,0,0,47,0.136,25.1,78.7,-0.1
191.7083333,0,0,34,1.447,23.4,88.7,0.2
191.75,0,0,25,0.664,22.8,93.7,0
191.7916667,0,0,11,0,22.8,93.7,0
191.8333333,0,0,1,0.017,22.6,94.6,-0.1
191.875,0,0,0,1.072,22.5,95.5,0.2
191.9166667,0,0,0,0.255,22.4,95.6,0.1
191.9583333,0,0,0,0.272,22.3,95.8,0
192,0,0,0,0.017,22.2,96.2,0
192.0416667,0,0,0,0.017,22.2,96.4,0
192.0833333,0,0,0,0.017,22.2,95.9,0
192.125,0,0,0,8.498,22.2,96.6,0.8
192.1666667,0,0,0,11.494,22.2,96.9,1
192.2083333,0,0,0,5.932,22.1,97.3,0.6
192.25,0,0,0,6.136,22,97.2,0.7
192.2916667,0,0,0,7.021,22,96.4,0.8
192.3333333,0,0,3,6.664,21.8,97.4,2.6
192.375,0,1.239087133,12,8.281,21.6,98,1.3
192.4166667,0,1.309419334,48,7.243,21.5,98,0
192.4583333,0,0.809179451,95,1.902,22,98.3,-0.2
192.5,0,0.482630463,212,0,22.6,98.6,-0.1
192.5416667,0,0.250386064,394,0,23.9,96,-0.1
192.5833333,0,0.118458266,666,0,25.8,87.8,-0.1
192.625,0,0.049905276,541,0,26.4,83.8,-0.1
192.6666667,0,0.031719426,448,0,27,83.3,0
192.7083333,0,0.013055782,265,0,27.1,82.1,-0.1
192.75,0,0.001578469,136,0,27,82.2,0
192.7916667,0,0.000573605,40,0,26,83.2,-0.1
192.8333333,0,0,7,0,24.8,87.1,0
192.875,0,0,0,0,24,89.8,0
192.9166667,0,0,0,0,23.9,90.1,-0.1
192.9583333,0,0,0,0,23.6,91.8,-0.1
193,0,0,0,0,23.2,93.6,0
193.0416667,0,0,0,0,23.1,93.7,-0.1
193.0833333,0,0,0,0,23.2,93.2,0
193.125,0,0,0,0,22.6,95.3,0
193.1666667,0,0,0,0,22.5,95.7,-0.1
193.2083333,0,0,0,0,22.7,96,0
193.25,0,0,4,0,22.5,96.4,-0.1
193.2916667,0,0,29,0,22.8,96.8,0
193.3333333,0,0,77,0,23.3,96.7,0
193.375,0,0,115,0,23.8,94.2,-0.1
193.4166667,0,0,314,0,24.6,92.9,0
193.4583333,0,0,520,0,26,87.5,-0.1
193.5,0,0,431,0,26.7,83.7,0.1
193.5416667,0,0,513,0,27.2,81.8,-0.1
193.5833333,0,0,566,0,27.7,80.1,0
193.625,0,0,358,0,27.7,81.8,-0.1
193.6666667,0,0,275,0,27.3,81.4,0
193.7083333,0,0,200,0,26.6,84.3,0
193.75,0,0,108,0,25.8,84.1,0
193.7916667,0,0,59,0,24.9,86.3,-0.1
193.8333333,0,0,5,0,24,87.4,0
193.875,0,0,0,0,23.4,88.5,-0.1
193.9166667,0,0,0,0,22.9,88.2,-0.1
193.9583333,0,0,0,0,22.7,88.4,0
194,0,0,0,0,22.5,88.5,-0.1
194.0416667,0,0,0,0,21.8,90.8,0
194.0833333,0,0,0,0,21.7,91.1,-0.1
194.125,0,0,0,0,21.7,92.1,0
194.1666667,0,0,0,0,21.6,92.4,-0.1
194.2083333,0,0,0,0,21.5,92.9,0
194.25,0,0,2,0,21.4,93.6,0
194.2916667,0,0,33,0,21.4,93.6,-0.1
194.3333333,0,0,57,0,21.7,91.1,0
194.375,0,0,49,0,21.9,89.4,0
194.4166667,0,0,82,0,21.9,90.9,0
194.4583333,0,0,117,0.017,22.1,89.8,-0.1
194.5,0,0,91,1.651,21.7,92,0.2
194.5416667,0,0,145,1.685,21.3,94.9,0.1
194.5833333,0,0,131,0.919,21.3,95.2,0.1
194.625,0,0,73,1.583,21.4,94.3,0.1
194.6666667,0,0,94,3.672,21.2,96.5,0.4
194.7083333,0,0,46,2.277,20.9,95.7,0.3
194.75,0,0.17718292,17,2.804,20.6,95.8,0.7
194.7916667,0,1.105224745,6,2.804,20.4,96.2,0.6
194.8333333,0,4.004087751,1,2.583,20.3,96.6,0.8
194.875,0,4.882878358,0,2.6,20,97.3,0
194.9166667,0,3.867515338,0,2.481,19.8,97.5,-0.3
194.9583333,0,3.733723535,0,2.447,19.6,97.6,0.1
195,0,4.430661516,0,2.26,19.5,97,0
195.0416667,0,3.348856576,0,2.14,19.4,97.4,-0.2
195.0833333,0,2.440448814,0,2.021,19.2,96.9,-0.2
195.125,0,3.348856576,0,1.919,19,97.6,0.3
195.1666667,0,4.578528666,0,1.8,18.8,98,0.3
195.2083333,0,4.882878358,0,1.715,18.8,97.8,0.1
195.25,0,5.526505952,0,1.6,18.7,97.7,0.3
195.2916667,0,6.040306007,1,1.43,18.7,97.7,0.1
195.3333333,0,6.040306007,1,1.328,18.6,98.3,0.1
195.375,0,6.397881422,14,1.209,18.4,99.3,0.2
195.4166667,0,6.040306007,29,1.123,18.3,99.7,-0.5
195.4583333,0,4.882878358,71,1.174,18.5,99,-0.3
195.5,0,3.867515338,122,1.191,18.9,99.9,-0.3
195.5416667,0,2.761369442,128,1.191,19.3,99.7,-0.2
195.5833333,0,2.440448814,112,1.038,19.5,99.3,0
195.625,0,1.867261809,47,0.834,19.5,98.1,-0.2
195.6666667,0,1.309419334,34,0.783,19.4,97.6,-0.1
195.7083333,0,0.864069729,46,0.732,19.6,98,-0.2
195.75,0,0.864069729,36,0.647,19.7,98,-0.1
195.7916667,0,0.864069729,19,0.562,19.7,97.6,-0.1
195.8333333,0,0.705707007,3,0.391,19.6,97.5,0
195.875,0,0.610486405,0,0.255,19.5,97.5,-0.1
195.9166667,0,0.523282206,0,0.306,19.4,97.7,0
195.9583333,0,0.407086596,0,0.289,19.4,97.8,0
196,0,0.407086596,0,0.272,19.3,97.8,-0.1
196.0416667,0,0.3077043,0,0.255,19.3,97.9,0
196.0833333,0,0.250386064,0,0.255,19.3,97.5,0
196.125,0,0.224316711,0,0.238,19.3,98.1,0
196.1666667,0,0.199927219,0,0.221,19.3,98,-0.1
196.2083333,0,0.177187306,0,0.238,19.3,98.4,0
196.25,0,0.118458266,5,0.221,19.3,98.4,0
196.2916667,0,0.10192578,90,0.221,19.7,99.4,-0.1
196.3333333,0,0.060882517,191,0.204,20.5,99.3,0
196.375,0,0.031719426,214,0.187,21.1,96.9,-0.1
196.4166667,0,0.018205417,312,0.187,21.6,96.6,0
196.4583333,0,0.008892475,336,0.204,22.4,91,-0.1
196.5,0,0.005644961,390,0.187,22.9,89.1,0
196.5416667,0,0.003235803,243,0.204,22.9,89.5,0
196.5833333,0,0.001578469,118,0.17,22.4,87.3,0
196.625,0,0.001578469,73,0.17,21.3,91.3,0.1
196.6666667,0,0.001578469,53,0.153,20.8,94.3,0
196.7083333,0,0.001578469,35,0.17,20.4,94.2,-0.1
196.75,0,0.001578469,17,0.153,20.3,93.7,0
196.7916667,0,0.001578469,9,0.17,19.9,95.3,0
196.8333333,0,0.003235803,1,0.153,19.5,96.1,0.1
196.875,0,0.003235803,0,0.153,19.4,95.9,0
196.9166667,0,0.008892475,0,0.153,19.4,96.6,0
196.9583333,0,0.018205417,0,0.153,19.4,97.2,0.1
197,0,0.031719426,0,0.153,19.3,97.6,0
197.0416667,0,0.031719426,0,0.153,19.2,97.6,-0.1
197.0833333,0,0.031719426,0,0.153,19.1,96.9,0
197.125,0,0.024406441,0,0.153,19,97.7,0
197.1666667,0,0.08685046,0,0.153,19.1,97.5,0
197.2083333,0,0.008892475,0,0.153,19,97.8,-0.1
197.25,0,0.008892475,1,0.153,19,97.6,0
197.2916667,0,0.005644961,10,0.136,19,98.2,0
197.3333333,0,0.003235803,35,0.136,19.1,98.6,0
197.375,0,0.003235803,79,0.136,19.3,99,0
197.4166667,0,0.005644961,124,0.136,19.5,98.7,0
197.4583333,0,0.008892475,151,0.136,19.4,98,0.1
197.5,0,0.008892475,139,0.119,19.5,97.4,0
197.5416667,0,0.031719426,118,0.119,19.4,97.6,0.1
197.5833333,0,0.040201175,159,0.119,19.5,98.7,0.1
197.625,0,0.031719426,193,0.119,19.7,98.5,0
197.6666667,0,0.024406441,119,0.119,20.1,97.7,-0.1
197.7083333,0,0.024406441,86,0.119,20.1,96.6,0
197.75,0,0.013055782,41,0.102,20.1,95.6,0
197.7916667,0,0.013055782,19,0.102,20,96,-0.1
197.8333333,0,0.005644961,3,0.119,19.8,95.8,0
197.875,0,0.005644961,0,0.119,19.7,95.6,-0.1
197.9166667,0,0.003235803,0,0.119,19.6,96.7,0
197.9583333,0,0.001578469,0,0.119,19.6,97.3,-0.1
198,0,0.000573605,0,0.119,19.5,97.4,0
198.0416667,0,0.000101543,0,0.136,19.1,97.1,-0.1
198.0833333,0,0,0,0.119,18.8,96.5,0
198.125,0,0,0,0.221,18.8,96.9,0
198.1666667,0,0,0,0.221,18.7,97.1,-0.1
198.2083333,0,0,0,0.187,18.7,97.1,0
198.25,0,0,3,0.17,18.8,97.6,0
198.2916667,0,0,34,0.136,19,98.3,-0.1
198.3333333,0,0,64,0.119,19.4,97.7,0
198.375,0,0,270,0.119,20,97.5,-0.1
198.4166667,0,0,417,0.119,21.3,94.4,0
198.4583333,0,0,724,0.136,22.6,89.2,0
198.5416667,0,0,956,0.596,24.8,75.2,-0.3
198.5833333,0,0,828,0.8,25.4,71.3,-0.1
198.625,0,0,767,0.885,26.2,66.3,-0.1
198.6666667,0,0,642,0.783,26.5,64.9,0
198.7083333,0,0,471,0.715,26.3,69.5,-0.1
198.75,0,0,103,0.562,25.5,73.3,-0.1
198.7916667,0,0,31,0.511,23.8,75.7,0
198.8333333,0,0,6,0.374,22.2,80.7,-0.1
198.875,0,0,0,0.426,20.8,86.6,0
198.9166667,0,0,0,0.306,19.7,91.2,-0.1
198.9583333,0,0,0,0.409,18.8,93.6,-0.1
199,0,0,0,0.272,18.3,94.5,0
199.0416667,0,0,0,0.272,18.5,95.2,-0.1
199.0833333,0,0,0,0.272,19,95.1,0
199.125,0,0,0,0.323,19.2,95.7,0
199.1666667,0,0,0,0.238,19.3,95.6,-0.1
199.2083333,0,0,0,0.238,19.5,95.7,0
199.25,0,0,2,0.238,19.6,95.7,-0.1
199.2916667,0,0,22,0.272,19.8,96,0
199.3333333,0,0,86,0.238,20.3,95.1,0
199.375,0,0,168,0.289,21.2,93.1,-0.1
199.4166667,0,0,270,0.528,22.2,89,0
199.4583333,0,0,436,0.46,23.3,86,0
199.5,0,0,791,0.749,24.9,80.9,-0.1
199.5416667,0,0,872,0.766,25.9,76.5,-0.1
199.5833333,0,0,877,0.749,26.9,72.4,0
199.625,0,0,761,0.664,27.5,68,-0.2
199.6666667,0,0,620,0.919,27.5,71.7,0
199.7083333,0,0,449,0.732,26.5,74.4,-0.1
199.75,0,0,118,0.204,25.1,73.3,0
199.7916667,0,0,36,0.119,23.9,75.1,-0.1
199.8333333,0,0,4,0.119,22.7,80.6,0
199.875,0,0,0,0.102,21.5,86,-0.1
199.9166667,0,0,0,0.119,20.4,90.6,0
199.9583333,0,0,0,0.119,19.7,93,-0.1
200,0,0,0,0.102,19.4,93.8,0
200.0416667,0,0,0,0.102,19.7,94.7,-0.1
200.0833333,0,0,0,0.119,19.9,94.6,0
200.125,0,0,0,0.102,20.1,94.9,0
200.1666667,0,0,0,0.102,20.1,94.4,-0.1
200.2083333,0,0,0,0.102,20.1,94.6,0
200.25,0,0,4,0.102,20.1,94.8,0
200.2916667,0,0,49,0.102,20.2,95.2,0
200.3333333,0,0,195,0.119,20.9,93.1,-0.1
200.375,0,0,224,0.102,21.5,89,0
200.4166667,0,0,198,0.119,22,86.9,0
200.4583333,0,0,281,0.119,22.2,85,-0.1
200.5,0,0,505,0.136,23.4,81,0
200.5416667,0,0,363,0.136,23.6,80.9,-0.1
200.5833333,0,0,347,0.136,24.2,78.2,0
200.625,0,0,236,0.119,24.1,77.3,0
200.6666667,0,0,211,0.136,23.6,79,-0.1
200.7083333,0,0,113,0.102,23.6,79.9,-0.1
200.75,0,0,93,0.119,23.5,82.4,0
200.7916667,0,0,56,0.102,23.7,81,0
200.8333333,0,0,4,0.119,22.9,84.7,-0.1
200.875,0,0,0,0.085,22.2,88.5,0
200.9166667,0,0,0,0.102,21.7,91,-0.1
200.9583333,0,0,0,0.085,21.4,92.7,0
201,0,0,0,0.085,21.2,93.4,0
201.0416667,0,0,0,0.085,21,93.8,0
201.0833333,0,0,0,0.085,21,94,-0.1
201.125,0,0,0,0.085,21,94.8,0
201.1666667,0,0,0,0.068,21.1,94.3,-0.1
201.2083333,0,0,0,0.085,21.1,93.7,0
201.25,0,0,1,0.068,21,93.9,0
201.2916667,0,0,10,0.068,21,94.3,0
201.3333333,0,0,28,0.085,20.9,96,0
201.375,0,0,27,0.085,21.1,95.9,0.1
201.4166667,0,0,51,0.085,21.2,96.9,0
201.4583333,0,0,57,0.085,21.5,97.1,0.1
201.5,0,0,86,0.102,21.7,97.2,0.3
201.5416667,0,0,138,0.102,22,97.5,0.2
201.5833333,0,0,108,0.102,22.6,96.3,0.1
201.625,0,0,115,0.102,23.2,95.4,0
201.6666667,0,0,74,0.085,23.5,94.7,0.1
201.7083333,0,0,75,0.085,23.7,95.4,0
201.75,0,0,62,0.102,24.2,95.7,0
201.7916667,0,0,46,0.102,25.3,94.6,0
201.8333333,0,0,2,0.102,25.5,95,0
201.875,0,0,0,0.119,25.6,94.7,0
201.9166667,0,0,0,0.119,25.6,94.7,0
201.9583333,0,0,0,0.119,25.5,94.7,0
202,0,0,0,0.119,25.4,94.6,-0.1
202.0416667,0,0,0,0.119,25.4,93.5,0
202.0833333,0,0,0,0.119,25.8,91.7,0
202.125,0,0,0,0.119,25.8,91.6,0.1
202.1666667,0,0,0,0.102,25.4,92.8,0
202.2083333,0,0,0,0.119,25.5,91.5,0
202.25,0,0,0,0.136,26,87.9,0
202.2916667,0,0,8,0.119,26.5,86,-0.1
202.3333333,0,0,35,0.119,27,84.5,0
202.375,0,0,60,0.119,26.5,87.7,0
202.4166667,0,0,215,0.136,26,91.9,0
202.4583333,0,0,365,0.136,26.8,90.7,0
202.5,0,0,214,0.136,26.8,88.8,0
202.5416667,0,0,292,0.119,26.7,87.6,-0.1
202.5833333,0,0,719,0.119,28.2,85.4,0
202.625,0,0,511,0.119,28.1,86.2,-0.1
202.6666667,0,0,397,0.102,28.5,82.3,0
202.7083333,0,0,193,0.102,28.4,79.1,0
202.75,0,0,107,0.102,27.9,78.8,-0.1
202.7916667,0,0,27,0.085,27,81.9,-0.1
202.8333333,0,0,7,0.085,26.1,84.8,0
202.875,0,0,0,0.102,25.6,85.3,0
202.9166667,0,0,0,0.085,24.9,87.6,-0.1
202.9583333,0,0,0,0.068,24.3,89.1,0
203,0,0,0,0.085,24.4,88.3,-0.1
203.0416667,0,0,0,0.085,24.3,88.6,0
203.0833333,0,0,0,0.204,23.2,93.5,0.2
203.125,0,0,0,0.102,22.6,96,0.5
203.1666667,0,0,0,0.085,22.5,95.7,0.3
203.2083333,0,0,0,0.102,22.4,96.2,0
203.25,0,0,3,0.085,22.2,96.6,0
203.2916667,0,0,75,0.085,22,99.1,-0.1
203.3333333,0,0,240,0.102,23.5,98.4,0.1
203.375,0,0,380,0.102,24.9,93.7,-0.1
203.4166667,0,0,287,0.085,24.9,90.4,0
203.4583333,0,0,599,0.085,26,88.1,-0.1
203.5,0,0,451,0.085,26.5,85.4,0
203.5416667,0,0,585,0.085,27.2,82.5,-0.1
203.5833333,0,0,457,0.085,27.7,79.3,-0.1
203.625,0,0,464,0.085,27.5,78.3,0
203.6666667,0,0,464,0.085,28,79,-0.1
203.7083333,0,0,158,0.085,27.7,77.4,0
203.75,0,0,130,0.085,27,80,-0.1
203.7916667,0,0,30,0.085,26.3,80.1,0
203.8333333,0,0,2,0.068,25.4,84.2,0
203.875,0,0,0,0.068,24.7,87,-0.1
203.9166667,0,0,0,0.085,24.2,88.1,0
203.9583333,0,0,0,0.068,24,88.7,0
204,0,0,0,0.085,23.8,90.1,-0.1
204.0416667,0,0,0,0.085,23.6,89.4,0
204.0833333,0,0,0,0.068,23,92.3,0
204.125,0,0,0,0.085,22.6,95,0.2
204.1666667,0,0,0,0.085,22.4,95.7,1
204.2083333,0,0,0,0.102,22.2,96.4,0.1
204.25,0,0,0,0.102,22.1,96.7,-0.1
204.2916667,0,0,7,0.085,22.1,96.6,0
204.3333333,0,0,23,0.102,22.2,96.9,0.6
204.375,0,0,120,0.085,22.5,98.1,0
204.4166667,0,0,148,0.102,23.3,97.3,0
204.4583333,0,0,186,0.085,23.8,96.2,0
204.5,0,0,147,0.085,24.3,94.3,0
204.5416667,0,0,97,0.068,23.9,95.3,0.3
204.5833333,0,0,114,0.068,23.8,96.3,0.5
204.625,0,0,180,0.085,23.9,96.9,0.1
204.6666667,0,0,115,0.068,24.2,95.4,0
204.7083333,0,0,114,0.085,24.3,95.6,0
204.75,0,0,70,0.085,24.4,95.3,0
204.7916667,0,0,18,0.068,24.3,94.4,0
204.8333333,0,0,1,0.085,23.6,95.2,-0.1
204.875,0,0,0,0.068,23.4,95.9,0
204.9166667,0,0,0,0.085,23.2,96.1,0
204.9583333,0,0,0,0.085,23.1,96.5,-0.1
205,0,0,0,0.085,23,96.6,0
205.0416667,0,0,0,0.085,22.9,97,0
205.0833333,0,0,0,0.085,22.7,96.4,0
205.125,0,0,0,0.085,22.5,97.2,-0.1
205.1666667,0,0,0,0.085,22.5,96.9,0
205.2083333,0,0,0,0.068,22.6,97.3,0
205.25,0,0,1,0.085,22.6,97.3,0.2
205.2916667,0,0,14,0.085,22.7,97.4,0.1
205.3333333,0,0,21,0.085,22.7,97.9,0.2
205.375,0,0,36,0.068,22.9,98.1,0
205.4166667,0,0,46,0.085,23,99,0
205.4583333,0,0.000101543,41,0.068,23.1,97.9,0.2
205.5,0,0.073181235,91,0.085,22.9,98.3,0.4
205.5416667,0,1.78040211,55,0.068,22.6,96.7,0.6
205.5833333,0,2.440448814,72,0.068,22.5,96.3,0.1
205.625,0,2.440448814,49,0.085,22,95.7,0.1
205.6666667,0,2.142587255,34,0.068,21.9,95.6,-0.1
205.7083333,0,3.348856576,23,0.068,21.8,97.6,0.2
205.75,0,3.348856576,13,0.068,21.8,97.5,0
205.7916667,0.000573605,9.707417435,6,0.068,21.8,97.6,1.7
205.8333333,0,7.149704112,0,0.068,21.7,98.1,-1.1
205.875,0.000573605,9.248945418,0,0.068,21.7,98.2,1.1
205.9166667,0,6.397881422,0,0.068,21.7,98.2,-1.2
205.9583333,0,3.602694883,0,0.068,21.7,98.3,-0.6
206,0,2.048334347,0,0.068,21.7,98.3,-0.2
206.0416667,0,1.239087133,0,0.085,21.8,98.3,-0.2
206.0833333,0,1.239087133,0,0.051,21.6,98.2,-0.1
206.125,0,0.921095488,0,0.068,21.2,99.2,-0.1
206.1666667,0,0.657074634,0,0.068,20.9,99.4,-0.1
206.2083333,0,0.523282206,0,0.051,20.5,100.1,-0.1
206.25,0,0.307698217,2,0.068,20.2,99.9,0
206.2916667,0,0.307698217,11,0.051,20.1,98.8,0
206.3333333,0,0.307698217,24,0.051,20.2,98.6,0
206.375,0,0.307698217,37,0.051,20.4,98.8,0
206.4166667,0,0.278168971,32,0.068,20.5,99.3,0
206.4583333,0,0.278168971,86,0.051,20.3,99,0
206.5,0,0.307698217,107,0.068,20.9,98.9,0.1
206.5416667,0,0.407079419,76,0.051,20.8,98.3,0.1
206.5833333,0,0.482630463,60,0.068,20.9,97.8,-0.1
